@relation 'WDF-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,16'

@attribute ProfileID numeric
@attribute floor_area numeric
@attribute monthly_income numeric
@attribute total_residents numeric
@attribute roof_material_ENC numeric
@attribute water_access_ENC numeric
@attribute wall_material_ENC numeric
@attribute years_electrified numeric
@attribute AMC_winter numeric
@attribute AMC_yearly numeric
@attribute mu1 numeric
@attribute A1 numeric
@attribute mu2 numeric
@attribute A2 numeric
@attribute sigma4 numeric

@data
3341,210,25125.63,4,7,3,2,3,960.777562,763.638617,6,11.025397,18,12.225502,3.076923
3343,275,70351.76,2,7,3,2,0.01,364.010412,280.131576,8,2.343658,19,3.038917,1.764706
3345,145,20100.5,2,7,3,2,1,472.100336,208.391538,6,1.389511,18,8.33411,2.5
3347,72,12562.81,3,7,3,2,3.5,435.743426,311.599327,8,5.081122,18,4.07306,2.222222
3349,200,50251.26,4,7,3,2,2.5,739.888196,573.461629,8,6.291167,18,10.431594,2.264151
3351,200,25125.63,3,7,3,2,2.5,892.581967,694.881014,6,12.297447,20,9.252633,1.454545
3432,32,879.4,7,4,2,1,4,136.402423,89.128382,1,0.502023,19,0.65694,2.352941
3439,88,2638.19,7,4,2,2,4,140.204122,92.635956,7,0.634013,19,1.866894,2.272727
3451,170,2135.68,7,4,3,2,4,294.365985,207.839231,6,1.424796,18,5.846278,1.73913
3461,119,1381.91,9,4,3,4,3,129.928478,57.997042,6,1.060148,19,1.683947,3.333333
3467,24,628.14,7,4,1,4,5,122.339522,100.042148,5,0.671097,18,0.799271,1.818182
3469,44,1884.42,5,4,0,1,4,105.221327,81.169534,6,0.236922,19,0.626635,2.564103
3479,105,2613.07,5,4,3,4,4,93.06419,60.389873,6,0.841794,18,0.766815,4.615385
3488,96,5100.5,1,4,0,2,4,307.127886,198.386514,7,2.282441,18,2.43581,1.470588
3539,77,4773.87,7,4,0,2,4,103.992903,86.882743,6,0.457754,18,0.457378,3.076923
3586,98,3768.84,3,4,1,2,4,228.341377,149.584376,9,0.595055,16,1.019229,1.538462
3606,28,3266.33,4,4,1,4,3,137.04065,58.063099,5,1.531302,19,1.687746,10
3607,128,2763.82,5,4,0,0,2,79.559772,66.949335,5,0.440738,19,1.517161,2.564103
3640,40,5653.27,19,6,0,4,4,302.829545,194.758382,5,1.279204,20,4.659784,1.860465
3641,66,1733.67,10,4,2,0,4,183.120524,118.213608,5,0.474429,20,2.880682,2.051282
3691,150,2713.57,4,4,2,6,4,80.50944,114.126034,6,0.153488,18,0.711477,2.307692
3695,66,1608.04,4,4,0,6,4,97.586112,94.940908,1,0.024943,19,1.057336,1.587302
3700,30,1306.53,3,6,2,2,6,149.205528,143.567533,10,0.098634,19,1.42346,1.851852
3703,154,3618.09,7,4,2,6,4,92.778098,80.903949,8,0.428448,20,1.451199,1.403509
3704,375,10050.25,5,4,2,6,6,200.30568,238.272549,6,0.772458,19,2.764973,2.040816
3723,96,2110.55,7,4,2,6,4,87.915002,80.688495,7,0.277871,18,0.845529,2.083333
3724,170,5025.13,3,4,2,6,4,115.363819,128.370048,6,1.019452,20,1.750599,1.428571
3725,180,1306.53,1,4,2,6,6,111.485241,128.974288,8,0.641106,18,3.538809,1.212121
3730,320,0,5,4,2,6,4,161.966566,164.316874,2,0.222946,19,3.553596,1.449275
3739,220,11306.53,10,4,2,6,5,213.99788,205.980327,7,2.695882,20,2.430184,1.95122
3740,140,1507.54,2,4,2,2,3,191.241004,191.22947,6,0.983333,19,2.28846,1.754386
3743,168,6482.41,7,4,2,6,4,96.441455,92.941124,7,0.404351,19,1.316937,2.083333
3744,300,1507.54,5,4,2,2,6,119.856842,104.421373,6,0.364442,19,2.319229,2.222222
3750,120,753.77,6,4,2,1,4,207.638104,220.429003,5,0.349253,19,0.333925,2.564103
3758,192,5025.13,3,4,0,6,4,103.081613,108.383678,7,1.374975,18,1.793927,2.307692
3763,225,5025.13,2,4,2,6,3,104.854287,107.182257,5,0.108459,19,0.434561,2.439024
3766,192,7537.69,6,7,2,6,6,362.494688,347.820737,10,1.802998,18,5.924648,2.181818
3767,120,1356.78,5,4,2,6,4,99.495077,107.686069,6,0.935184,19,1.428978,1.612903
3771,30,7537.69,8,4,2,1,6,121.038625,126.486704,10,0.619424,19,1.62012,2.564103
3773,48,1256.28,1,4,2,4,7,98.183829,94.466224,7,0.341919,18,1.354721,2.352941
3779,96,1381.91,7,4,2,6,4,126.952601,127.116302,6,0.987747,20,1.430731,2.424242
3781,132,2713.57,5,4,2,6,6,77.042614,82.271828,6,0.561692,19,1.689214,2.439024
3845,88,1356.78,1,4,2,6,4,89.889394,63.503956,3,0.082579,19,0.930221,2.380952
4051,48,12663.32,6,0,3,1,19,505.694687,361.422765,6,5.879755,18,6.92732,1.111111
4053,42,3366.83,7,0,3,1,6,746.273771,501.081065,6,8.52395,16,5.637411,2.857143
4055,42,2010.05,2,0,3,1,7,83.410596,75.822624,9,0.095238,16,0.154871,0.006025
4057,42,1356.78,2,0,3,1,16,401.436494,344.087082,7,4.225071,17,1.87881,3.589744
4063,42,10552.76,3,0,3,6,15,346.941427,280.273665,6,2.874667,20,4.473375,1.333333
4065,42,6884.42,1,0,3,1,14,432.481015,297.246526,8,1.784748,16,3.188038,2.253521
4067,48,7914.57,3,0,3,1,19,450.574313,309.549651,5,2.741863,17,3.827361,2.153846
4069,42,1256.28,4,0,3,1,18,368.113468,333.581057,4,2.007904,18,2.029888,1.204819
4071,42,1356.78,0,0,3,1,16,609.973674,397.523513,9,3.860635,17,2.551401,2.162162
4073,42,2713.57,0,0,3,1,3,234.140566,170.682073,6,1.994803,18,1.19367,2.553191
4083,42,5653.27,4,0,3,1,16,498.463139,332.748474,5,6.753709,18,10.036313,1.136364
4087,42,753.77,1,0,3,1,18,378.545098,272.948293,9,2.832757,16,3.647017,3.137255
4089,42,2864.32,4,0,3,6,18,875.039131,567.384909,5,8.246931,15,7.151421,3.333333
4112,42,7035.18,4,0,3,1,22,410.016937,293.931362,8,3.613257,18,4.818435,1.73913
4114,42,3618.09,4,0,3,1,18,509.280916,359.317746,9,4.95966,19,4.291451,0.934579
4116,42,1356.78,4,0,3,1,19,743.955784,479.626549,6,5.78943,18,5.877405,2.4
4128,42,11306.53,4,0,3,1,11,501.299153,304.770593,6,6.763058,17,5.372772,2.295082
4132,42,1356.78,0,0,3,1,25,318.565401,210.156959,7,1.890272,15,1.974274,1.538462
4136,42,10150.75,5,0,3,1,25,1022.620427,618.337307,8,9.688243,18,6.061195,2.264151
4138,42,5025.13,5,0,3,1,10,796.601546,500.073105,6,3.877222,17,7.585802,2.916667
4140,42,3366.83,5,0,3,1,18,354.551947,335.984623,7,2.782516,17,3.360511,2.8
4142,48,18844.22,4,0,3,1,20,541.603212,424.37747,6,5.92235,17,4.137394,2.5
4144,36,3366.83,1,0,3,1,15,368.318422,276.922935,6,3.742051,18,2.469505,1.643836
4152,42,3015.08,3,0,3,1,18,1039.499832,672.281517,6,9.625121,17,8.358192,2.4
4156,42,11306.53,7,0,3,1,17,818.160843,518.275421,5,5.140906,18,9.953377,1.764706
4158,48,16206.03,10,0,3,1,18,1012.99756,622.387196,6,11.613955,18,9.714442,2.181818
4162,42,4208.54,1,0,3,1,12,419.851577,397.445851,7,4.019559,18,3.880115,2.105263
4164,42,8894.47,3,0,3,1,19,621.592556,446.767811,9,5.717316,16,5.281174,1.975309
4166,36,1356.78,4,0,3,1,18,343.749348,277.245049,5,3.644996,16,2.367677,3.076923
4168,42,1356.78,7,0,3,1,16,690.28676,463.668296,9,3.949455,17,7.646916,2.545455
4170,42,1356.78,1,0,3,1,17,463.252152,307.723662,7,3.314008,17,2.010649,2.592593
4172,42,3768.84,3,0,3,1,8,518.261073,351.107712,6,4.008316,17,5.837988,1.728395
4178,42,1356.78,1,0,3,1,15,562.466993,384.654898,7,3.614232,15,2.956605,1.5
4180,42,4070.35,2,0,3,1,18,481.094422,341.251847,7,3.142765,17,3.075886,2.8
4186,42,5025.13,2,0,3,1,18,434.660108,285.887585,6,2.115113,19,2.398435,2.325581
4190,42,7889.45,2,0,3,1,18,211.340676,179.554686,6,0.928626,21,2.618457,0.740741
4192,42,16080.4,6,0,3,1,8,530.314224,384.496926,6,3.540132,18,5.425602,1.818182
4194,42,5276.38,3,0,3,1,9,511.735748,346.552445,6,3.841971,18,3.198052,2.264151
4198,48,7537.69,5,0,3,1,8,499.630839,375.096126,5,7.80395,16,3.934915,2.758621
4200,42,1381.91,5,0,3,1,5,457.461494,446.74322,5,8.171042,16,5.280859,2.424242
4204,42,3768.84,3,0,3,1,6,483.437961,357.181243,6,5.619933,16,3.870595,2.857143
4208,48,7537.69,4,0,3,6,18,528.384943,335.544321,8,5.791039,18,6.054757,2.5
4331,27,753.77,7,4,1,4,3,147.989532,83.152067,7,1.578383,19,1.664969,1.785714
4358,28,2512.56,5,4,1,4,3,241.81021,202.838106,7,3.383577,18,3.968407,1.518987
4490,280,18844.22,3,7,3,6,3,1898.079026,1006.639335,8,11.130426,18,9.029169,2.44898
4527,200,20100.5,1,7,3,2,14,1315.393019,938.948911,8,5.353821,19,9.664565,3.333333
4529,230,52763.82,4,4,3,1,14,1440.406234,1310.116301,8,4.988784,19,12.22439,1.612903
4531,200,30150.75,2,7,3,2,18,1170.177978,898.839446,7,5.636683,21,10.792568,1.666667
4535,210,8793.97,1,7,3,2,28,900.503174,774.746124,10,7.555794,18,8.746621,2
4537,500,37688.44,4,0,3,2,10,269.025009,104.30543,8,1.256877,19,1.240541,0.674157
4539,200,66582.91,1,0,3,2,29,1824.9086,1471.373421,9,17.534892,18,16.716698,2.926829
4545,350,74120.6,2,0,3,2,26,758.038435,729.059927,8,7.276567,18,5.133468,2.105263
4547,140,66582.91,3,7,3,6,0.02,1516.58612,1285.970003,8,6.055274,21,8.999001,2.307692
4551,220,26381.91,2,4,3,2,18,532.039049,492.326459,10,3.476736,21,5.291813,0.869565
4564,300,100502.51,3,0,3,2,25,2016.858582,1380.56944,7,13.368677,19,13.147365,2.222222
4568,300,47738.69,1,0,3,2,10,732.902844,488.7904,5,0.605976,19,4.830801,1.886792
4574,130,74120.6,4,7,3,6,0.833,1530.227528,1180.16084,8,21.102747,19,14.833333,2.083333
4576,350,37688.44,3,7,3,2,8,1713.756429,1362.315724,8,12.921239,20,8.786429,4.705882
4580,220,16331.66,2,7,3,2,8,1895.357546,1414.840373,9,8.247738,17,6.243975,1.481481
4592,275,12562.81,1,7,3,2,12,1938.344006,912.046919,9,4.387248,19,11.648937,2.222222
4594,170,52763.82,2,7,3,2,2,1572.728461,832.006697,9,12.363978,19,10.609865,4.166667
4596,210,100502.51,6,7,3,2,2,2263.371812,1366.189545,7,12.015173,20,21.208459,2.5
4598,225,18844.22,3,0,3,2,10,1714.462464,1051.638445,9,17.424355,19,12.15449,1.219512
4602,300,50251.26,1,7,3,6,10,1040.854074,636.854719,7,6.812407,20,7.941538,1.818182
4604,400,100502.51,4,4,3,2,26,1399.566551,796.265808,6,14.352238,20,10.020274,2
4631,120,43969.85,3,0,3,6,4,589.894281,391.309852,7,7.117812,20,4.224811,1.860465
4639,120,16331.66,1,7,3,2,4,730.461927,511.161442,3,7.117641,16,3.018512,4.102564
4663,200,37688.44,4,7,3,6,7,641.867799,521.338408,6,10.254673,20,8.787983,1.025641
4687,336,32663.32,4,7,3,2,9,1208.851671,839.809448,8,9.027051,19,8.579065,3.333333
4697,175,32663.32,4,7,3,2,9,780.056265,590.100745,7,6.247577,20,5.438961,2.162162
4709,200,21356.78,2,7,3,2,7,1605.037543,1093.828607,8,6.292476,21,18.984603,1.176471
4715,54,6532.66,2,7,3,6,9,775.590839,564.177017,7,4.831077,18,8.506964,1.967213
4721,140,13819.1,4,7,3,6,6,726.998599,509.982379,10,4.456672,18,9.148605,2.5
4757,224,32663.32,4,7,3,6,0.167,1120.279556,684.467557,6,8.903607,20,8.168755,1.860465
4767,217,21356.78,4,0,3,6,9,1370.182212,707.398851,7,6.049856,19,12.04475,1.73913
4945,42,7537.69,5,0,3,1,3,330.700667,291.918059,5,1.276496,18,2.897705,1.5
4947,36,9798.99,4,0,3,1,7,383.085479,352.603223,7,3.517798,19,4.381297,1.960784
4949,56,5025.13,7,0,3,1,9,324.192081,322.075783,7,1.241087,18,3.34984,2.666667
4955,42,6407.04,4,0,3,6,9,339.256739,304.753063,8,1.595724,18,2.908011,2.553191
4959,80,8793.97,5,0,3,6,11,463.204099,323.843929,6,2.440346,18,6.711136,2.44898
4961,63,11105.53,5,0,3,2,12,533.288899,482.755338,7,3.202518,18,7.493988,2.727273
4963,60,7814.07,8,0,3,1,12,310.876395,298.533704,7,0.764497,18,2.845369,3.157895
4971,100,8793.97,3,0,3,1,10,304.680461,276.055633,7,2.363232,18,3.372124,1.73913
4973,54,10804.02,5,0,3,1,7,674.389593,534.34706,10,3.163305,18,7.459045,2.5
4975,66,14120.6,10,0,3,1,13,729.24438,642.133989,7,3.987373,18,4.303172,3.076923
4977,48,4522.61,5,0,3,6,12,333.044186,301.356934,6,2.775229,19,4.58466,1.538462
4989,60,4522.61,7,0,3,6,12,262.564995,241.199202,7,1.994247,19,2.793239,2.272727
4999,48,7035.18,4,0,3,6,5,641.854728,522.665874,7,4.677303,19,3.932746,2.564103
5003,77,4321.61,6,0,3,6,8,793.986225,696.102793,7,3.070251,18,9.244753,2.352941
5011,84,13869.35,4,0,3,6,10,1145.624792,1011.065479,6,10.635093,18,17.392347,2.142857
5023,30,1306.53,7,0,3,1,18,370.321653,298.938736,7,0.966168,18,3.152502,3.157895
5029,42,8040.2,4,7,3,1,18,531.331517,491.520357,6,0.994431,18,4.243827,3.75
5033,60,2060.3,2,0,3,6,19,374.445831,368.599039,7,0.61636,18,2.741087,1.875
5035,50,5276.38,1,7,3,1,19,220.390904,265.669327,6,0.945663,18,1.336639,2.4
5039,42,11306.53,9,0,3,1,17,336.759365,323.041659,10,2.049218,20,3.121028,1.538462
5041,50,11557.79,3,0,3,6,8,978.069496,795.886436,6,8.083618,20,9.917732,1.702128
5045,55,1306.53,1,0,3,1,15,486.326635,420.175366,8,3.407616,18,5.115558,2.181818
5059,30,9095.48,6,0,3,6,19,388.771285,385.532736,7,2.16631,19,4.921049,1.923077
5067,82,4271.36,5,0,3,6,1,637.148271,503.86386,7,1.87487,19,6.595284,2.564103
5071,56,7286.43,5,0,3,6,0.667,433.210672,376.774554,6,1.773379,18,2.431043,2.222222
5073,54,9296.48,4,0,3,1,5,490.519934,441.361026,6,1.492194,18,5.17372,2.553191
5083,90,6030.15,6,0,3,6,15,964.547784,956.751959,6,1.708258,19,9.323513,2.564103
5084,117,1507.54,6,4,0,1,3,75.361099,69.7873,7,0.695251,19,1.497666,1.369863
5109,98,3768.84,5,4,0,1,4,86.069467,77.024959,5,0.311175,19,2.192097,2.173913
5111,84,1005.03,5,4,0,4,2,109.410944,104.415368,6,0.912186,19,1.265963,1.694915
5160,14,1758.79,8,4,0,4,3,83.180684,75.25271,6,0.560323,20,0.385003,1.538462
5177,15,251.26,2,4,0,4,3,75.064391,76.962581,7,0.108379,16,0.002772,0.004017
5351,138,37688.44,5,7,3,6,7,1136.514574,653.960029,6,12.008907,19,7.257534,2.439024
5353,130,16331.66,5,7,3,6,5,737.474892,602.435543,6,3.650016,18,4.529946,1.025641
5354,109,11306.53,2,7,3,6,7,1058.350998,800.743898,6,13.075203,18,7.237997,1.714286
5355,140,42713.57,4,7,3,6,8,814.056486,634.509832,7,9.474392,17,10.806321,1.75
5356,80,18844.22,5,7,3,6,3,1378.657966,976.460726,6,10.74352,19,8.613165,2.631579
5358,70,6281.41,5,7,3,6,6,917.34168,833.183725,6,6.7956,21,5.912748,2
5363,70,6281.41,4,7,3,6,6,577.702424,441.31246,5,5.717912,19,5.258993,1.428571
5365,140,23869.35,5,7,3,6,8,1260.444893,936.938461,6,12.307746,18,13.482021,2.4
5366,319,38944.72,4,7,3,6,7,953.150275,807.220953,7,7.472392,22,8.383722,0.909091
5368,70,15075.38,6,7,3,6,3,939.004341,652.736792,10,7.274417,19,6.577424,2.12766
5369,125,42713.57,4,7,3,6,10,1238.278874,895.102868,6,15.098313,20,8.661381,0.963855
5370,70,12562.81,6,7,3,6,1,530.00371,268.959047,6,6.029737,18,3.901602,2.926829
5371,165,52763.82,5,7,3,6,6,1143.532196,866.725464,7,7.741732,17,12.103553,2.258065
5373,120,32663.32,4,7,3,6,5,1044.017478,898.686493,6,11.368738,19,8.965669,2.173913
5374,75,7537.69,4,7,3,6,6,631.095798,544.406525,6,9.459463,19,2.861289,1.960784
5378,70,5653.27,3,7,3,6,3,848.725495,717.248583,6,6.778493,19,5.09742,1.639344
5381,200,32663.32,4,7,3,6,8,1550.177231,1281.502705,6,10.235614,19,9.763585,1.818182
5385,164,30904.52,4,7,3,6,7,1027.258654,839.878054,6,8.122655,18,8.033402,2.033898
5388,400,32663.32,5,7,3,6,8,1522.716555,1195.050602,6,15.0693,18,17.205463,2.666667
5389,109,21356.78,3,7,3,6,2,788.003072,535.488703,7,11.035932,18,6.440097,3.076923
5393,222,96733.67,4,7,3,6,8,1747.12906,1070.490399,7,11.072543,17,10.88958,3.684211
5395,250,18844.22,4,7,3,6,7,1306.781341,1096.108402,7,10.448132,19,5.947384,1.818182
5398,120,42713.57,4,7,3,2,4,976.214499,532.561634,6,9.815182,18,9.775353,2.5
5399,90,12412.06,5,7,3,6,5,1557.698705,993.410486,7,12.425849,17,14.362122,3.414634
5401,290,85427.14,4,7,3,6,3,691.629047,434.694783,5,7.815084,18,3.075986,1.428571
5402,450,54020.1,3,7,3,6,6,1093.574158,638.851082,6,13.619499,18,10.207261,2.608696
5403,200,26381.91,5,7,3,6,3,855.736722,535.373967,6,6.958641,18,9.439248,1.263158
5405,140,12562.81,3,7,3,6,8,759.001622,584.743061,8,7.470108,20,4.530216,1.37931
5406,120,13819.1,4,7,3,6,1,866.519534,688.069993,6,5.715185,19,5.783289,0.970874
5407,90,11306.53,5,7,3,6,8,1075.593932,1035.703105,6,11.881204,20,11.392257,0.761905
5408,145,26381.91,4,7,3,6,7,704.486058,539.393037,6,11.2145,21,8.709078,1.395349
5409,160,13819.1,5,7,3,6,8,1542.761705,1070.029541,7,13.43856,20,16.255759,0.987654
5416,234,21356.78,3,7,3,2,5,1000.523533,777.522951,6,9.152816,20,7.458985,0.851064
5417,312,3015.08,5,7,3,6,3,975.701817,737.790337,6,9.180184,18,6.760836,1.73913
5419,202,8793.97,4,7,3,6,4,1196.318351,980.79308,6,12.062568,18,12.308199,1.818182
5421,180,59045.23,4,7,3,6,5,998.641145,678.961862,7,7.651554,18,6.002212,1.428571
7047,84,2857.14,4,4,0,1,6,134.48966,69.017177,4,0.282964,19,2.029485,1.886792
7057,72,952.38,6,4,0,2,4,107.101392,56.264768,7,1.160776,18,2.186688,1.967213
7058,76,3571.43,8,4,0,1,4,144.175581,76.984379,4,0.388696,19,1.96368,1.265823
7066,15,4761.9,7,4,0,4,4,207.977797,113.415108,6,0.249999,19,1.965419,1.694915
7067,84,2380.95,4,4,0,1,4,255.060144,124.803692,6,0.84378,19,2.009878,2.5
7068,112,1452.38,6,4,0,1,4,246.472713,132.508601,6,1.264871,18,2.84498,2.666667
7069,76,2380.95,7,4,0,2,4,145.309958,69.097885,4,0.607305,19,1.580567,2.564103
7070,32,9523.81,5,4,0,5,3,185.378577,93.238774,7,0.816639,18,3.169044,1.6
7071,54,1190.48,5,4,0,4,4,108.765644,55.0449,9,1.560628,18,2.330154,1.518987
7072,63,2380.95,3,4,0,1,4,188.485031,86.256132,4,1.198144,19,1.313827,1.785714
7073,24,1357.14,3,4,0,1,4,140.146316,89.862573,8,0.465294,19,1.886864,2.272727
7074,64,4761.9,6,4,0,8,4,92.865815,53.408516,6,0.646296,19,1.47925,2.564103
7075,48,2380.95,7,4,0,1,4,117.704464,56.291726,7,0.537838,19,0.941085,2.564103
7077,48,1190.48,5,4,1,1,4,161.572584,82.394973,6,0.791165,18,1.491859,2.352941
7081,20,19047.62,1,4,0,5,1,114.794059,50.538136,6,0.549515,18,1.942372,1.967213
7083,140,2380.95,7,4,0,1,4,135.086028,126.711166,6,0.857208,19,1.546171,1.25
7098,80,952.38,7,4,0,1,4,124.943206,50.024097,7,0.419932,19,1.915785,2.173913
7100,15,3571.43,8,4,0,4,4,127.792548,66.069634,6,0.785604,18,1.390338,2.608696
7102,84,4857.14,13,4,0,1,4,128.418038,64.737329,6,2.005989,18,2.214376,1.538462
7107,80,1357.14,8,4,0,1,4,125.746062,106.697304,7,0.335062,19,1.833138,1.612903
7108,55,1357.14,5,4,0,1,4,84.578069,78.28449,6,0.298501,19,1.483388,1.666667
7112,144,952.38,1,4,0,1,4,123.517591,62.608337,6,0.514152,19,2.363469,1.960784
7117,67,17857.14,2,7,3,6,1,475.805842,450.380358,10,3.951675,18,4.509801,1.875
7119,60,17857.14,1,7,3,6,6,323.790235,347.449117,7,2.341247,18,1.152464,3.076923
7120,84,25000,2,7,3,6,3,455.712229,410.361766,8,2.229556,20,5.318571,1.311475
7133,90,11904.76,3,7,3,6,6,462.650044,404.574025,7,3.9748,19,5.483259,1.818182
7136,80,30952.38,4,7,3,6,1,313.779603,239.4148,6,2.367015,19,4.798463,1.639344
7140,74,10714.29,5,7,3,6,2,430.017827,447.155086,6,9.567,19,3.450593,2.040816
7142,55,15476.19,1,7,3,6,4,153.30403,155.738675,6,1.332429,19,1.437036,1.639344
7147,78,30952.38,4,7,3,6,4,494.63073,579.319743,9,1.130892,19,5.944419,2.564103
7149,48,30952.38,2,7,3,8,3,370.920227,349.692206,6,5.669216,18,3.67586,3
7162,80,13095.24,2,7,3,6,1,398.373276,380.955727,7,1.879083,22,5.672991,1.025641
7168,112,15476.19,4,3,3,6,5,740.54623,708.207528,7,5.027976,19,8.987652,2.325581
7170,130,35714.29,3,7,3,2,6,530.967035,542.145641,6,2.514209,19,7.950009,1.587302
7174,65,11904.76,1,7,3,6,4,178.046464,223.457386,6,0.560136,21,0.856899,1.538462
7180,55,19047.62,2,7,3,6,4,441.404019,441.506262,7,9.00781,18,3.930855,3.076923
7181,70,20238.1,4,7,3,6,1,628.064648,611.474041,7,6.726004,18,5.669449,2.142857
7185,170,45238.1,4,7,3,6,7,824.150805,499.897903,7,7.201907,20,10.575835,1.538462
7187,67,22619.05,2,7,3,2,7,315.84137,286.930525,7,2.207282,21,3.953452,1.5
7188,63,17857.14,4,7,3,2,6,674.371909,619.099909,8,4.830299,19,11.705373,1.666667
7208,700,70238.1,1,7,3,2,7,1428.971229,1452.575102,7,13.020469,18,16.079699,1.935484
7212,450,45238.1,4,7,3,2,13,1197.700771,1417.713669,7,20.880072,19,19.494623,1.587302
7218,400,45238.1,5,4,3,6,5,2398.776121,1691.650524,7,18.191245,18,23.092891,2.666667
7225,320,84523.81,3,7,3,2,1,1459.74342,1486.985211,6,9.834055,19,9.642611,2.325581
7239,410,63095.24,5,3,3,6,1,1494.934254,1475.322419,7,14.976151,19,16.701033,2
7246,400,45238.1,3,7,3,2,16,1051.632811,1017.015073,7,13.91898,21,13.412415,1.153846
7250,680,95238.1,4,7,3,2,5,910.972331,947.229108,4,13.146752,17,18.550294,1.538462
7541,40,8333.33,3,7,3,2,5,241.789783,253.760419,6,1.561211,16,0.812097,1.538462
7580,35,9523.81,12,4,1,4,3,263.977514,135.52006,7,1.50502,19,3.835853,1.851852
7594,15,1190.48,4,4,0,4,4,89.77367,50.301372,4,0.435653,18,0.799381,2.44898
7596,48,3809.52,1,4,1,1,3,87.358183,58.9646,6,0.652686,18,1.409446,2
7603,45,2571.43,3,4,1,4,3,181.43995,158.870551,7,2.771733,18,2.074223,1.587302
7608,24,1285.71,1,4,0,4,4,156.295116,161.267218,7,1.461368,16,1.874379,2.162162
7618,54,2380.95,5,4,0,4,3,157.564355,149.546545,6,1.243021,19,2.800487,1.538462
7620,60,2571.43,4,4,0,1,4,89.348336,73.869136,6,0.569439,19,1.257333,1.851852
7627,17,1285.71,0,4,0,4,3,395.990276,184.725418,8,3.691115,18,3.399491,2
7636,77,1285.71,4,4,1,1,4,73.734656,52.100002,6,0.578389,19,1.270719,1.515152
7647,17,1285.71,1,6,2,4,4,114.618863,66.571941,7,1.181376,18,1.52508,2.352941
7654,27,2380.95,14,6,1,4,5,147.739838,114.056888,6,0.965707,19,2.349145,1.25
7659,56,9523.81,5,4,1,1,5,170.068596,133.219135,5,1.20945,18,2.142492,2.105263
7661,21,952.38,5,4,1,4,5,118.960076,90.677014,6,0.486814,19,0.404199,2.564103
7663,96,4761.9,7,0,0,1,5,350.767034,257.591651,6,3.394693,18,5.025167,1.071429
7667,42,1476.19,5,4,1,1,5,193.914719,153.445131,10,0.281042,19,1.595108,1.369863
7668,36,2380.95,4,4,1,1,5,308.875976,259.886254,7,1.440478,18,1.655907,1.449275
7672,24,1357.14,4,4,1,1,4,187.657098,156.587819,5,1.145751,16,2.438097,2
7675,9,1261.9,4,4,1,4,5,202.330865,195.919264,6,2.197349,18,2.5056,1.846154
7677,70,10714.29,5,4,2,1,5,372.397118,294.621285,5,3.851913,17,2.248312,3.589744
7689,104,2571.43,8,0,2,1,4,151.713464,110.325898,6,0.450143,19,2.099934,1.960784
7690,98,952.38,2,4,2,1,3,284.639002,234.164831,8,0.988943,18,1.915722,2.307692
7691,42,1666.67,6,4,1,4,5,92.650648,80.393466,6,0.882521,18,1.344045,2.352941
7694,60,2500,3,4,1,1,5,182.102986,158.94664,4,1.14283,18,2.080823,1.22449
7695,150,9523.81,6,4,2,1,5,237.672262,201.472468,5,2.878614,19,3.502159,1.851852
7698,32,119.05,6,4,1,4,5,107.931817,77.949948,6,1.312298,19,1.535654,1.960784
7701,99,2500,4,4,3,4,5,214.975526,174.511568,6,0.761755,20,1.673856,2
7702,55,1190.48,4,4,2,4,5,182.624854,198.979862,6,0.600204,20,1.487321,1.37931
7703,63,2500,8,4,0,1,5,207.956828,181.140065,6,2.46771,18,1.94472,1.935484
7705,24,2071.43,3,4,1,4,5,186.526259,212.838085,6,1.543823,15,1.63732,1.73913
7707,16,1785.71,2,4,1,4,5,119.433893,116.139851,6,0.816023,18,1.038248,3.076923
7710,20,1285.71,1,4,0,4,5,102.76601,69.96647,6,0.982848,18,1.525641,2.181818
7712,24,2714.29,2,4,1,4,5,104.078309,100.492581,8,0.553391,18,0.982384,1.5625
7715,32,6523.81,26,4,0,1,5,367.448413,535.616368,6,4.662642,19,4.268566,1.923077
7716,36,3071.43,7,4,0,4,5,229.362334,186.608894,6,2.090455,18,2.574838,2
7718,48,2380.95,7,4,0,4,5,156.905743,156.905743,6,0.888638,19,1.635706,2.564103
7736,10,238.1,6,4,0,4,5,123.773289,50.48621,1,0.459174,19,0.481061,5.454545
7738,96,714.29,7,4,1,1,5,127.579738,51.5473,1,0.532572,19,0.645958,3.448276
7749,27,2476.19,9,4,2,4,5,185.228895,57.634498,5,0.62416,19,1.083227,3.333333
7763,119,4047.62,2,4,2,2,5,305.22177,131.959493,6,2.094373,18,2.917331,1.411765
7774,20,2000,4,4,2,4,5,137.580665,63.942005,5,0.870325,20,0.921405,6.153846
7775,168,1190.48,5,4,0,1,4,123.062104,52.042033,6,1.149074,20,1.277586,1.818182
7776,192,2571.43,5,4,0,1,5,277.71292,117.404627,6,2.189692,17,3.860517,2.333333
7797,119,3904.76,10,4,0,1,4,339.516708,149.676792,2,0.719957,19,3.950966,2.325581
7798,50,1285.71,4,4,2,1,5,181.507787,84.159177,6,0.445695,18,2.625682,3.076923
7800,104,1142.86,6,4,1,1,5,156.581598,72.320731,3,0.946653,20,1.047353,8.888889
7829,18,5357.14,3,4,0,8,6,116.726458,105.535588,7,1.052571,18,1.842196,2.142857
